,KS113days,KS117days,KS1115days,KS1130days,KQ113days,KQ117days,KQ1115days,KQ1130days,IXIC3days,IXIC7days,IXIC15days,IXIC30days,TWII3days,TWII7days,TWII15days,TWII30days
2015-01-30,0.04817992639747694,-0.2060460682104736,0.7124478477924414,1.0030650634027296,0.03203398974911331,0.1062179660102501,3.2354329646614417,5.90605611006204,0.9465325478657629,0.9095936507801017,5.152015305087532,4.481350127364466,0.23157135431584008,-0.057282881965435475,1.6181353361126232,1.7938028408066318
2015-02-02,0.6941095595251517,-0.6874403619835265,0.8033817961688067,1.8740445091983609,1.1241083200919533,0.2315832178234566,3.5041752594746107,7.212887521552445,1.7574063047436603,3.2880713835745263,6.919382815129324,5.1026484065550095,1.6237071281394524,0.3395674600589076,2.3235643154014585,2.3226029731112616
2015-02-03,0.008193866890624908,-0.3574574431038377,0.8045353053239668,1.7744842985025637,1.785623528215895,1.8872719264065574,4.277703423856879,7.645653683907364,1.8904396057895814,2.661925421612309,6.078658196288416,5.405960198345425,1.3322694495253484,0.8014283598895873,2.0501779590688893,1.3414310657622952
2015-02-04,0.18238078649152367,-0.5292116641734425,1.237730281358217,3.9934219963523865,1.8236672228683237,1.505115369705561,4.719286713522442,7.203654076283901,0.3523882447004246,2.746978471743368,5.084458959249031,4.435523104062403,0.07884657514820223,0.5035597376578643,1.9117913201033498,0.9600231988849396
2015-02-05,-0.8044671105925729,-0.2695143138084035,1.41023746809389,3.345238155890344,-0.7488758504254247,1.6448523143272706,3.0657105126790754,5.1418350801531165,0.1973837640723472,3.7555918332732703,5.309644454809518,5.642292280619928,-0.9714187212000949,0.16386515757963221,1.9510359557364452,1.466377686589757
2015-02-06,-0.8695028778599383,0.27600827512751175,2.0605886811003464,4.355195510128848,-1.3082338842562375,1.556232419566922,2.7080108520164603,5.1597010702218675,0.47323246101864114,2.7587039096766053,4.67545277119053,4.769679545025282,-1.2442112898901767,0.7084697830646521,1.1569535483938909,2.3620565493242816
2015-02-09,-0.502168221240383,0.3032441498936377,1.5484372443135317,4.178939617083948,-0.4502342211113547,0.8226706172512585,3.381722476950317,5.950705973879802,1.1967793609307953,3.2642694545148134,4.6187083719753845,5.944271140713272,0.06387357262656859,1.3034861857536575,1.6449559970305057,3.1038960764283274
2015-02-10,-0.27580893682588037,0.9203903441191614,2.5582948125320977,4.6014381099126815,1.4298947368421067,3.1258947368420964,4.725894736842096,7.838315789473678,2.7845899606644813,3.816115497004861,5.968882841974523,6.029610601754969,0.7940349201294857,1.6763784959932124,1.9090378389853058,3.572573369421007
2015-02-11,1.1178494312605303,1.501141611480178,3.384542270618754,5.450290826815989,2.5499620541361,3.2650307783118135,5.513112404081278,8.250274053461498,2.21799839169531,2.8625734963917617,4.01553998308147,4.325295291009158,1.4457561983031126,1.9772826468803535,2.257576886636785,3.5977303937745413
2015-02-12,0.6439841702215127,0.9878192938274157,2.7028832810813546,4.991005807678466,1.4549142847641376,1.812407509020465,4.812025074408482,8.253936582364773,1.9864908210065024,3.223999100221195,3.456650240149297,1.5691975722634883,1.2388213336828058,1.2388213336828058,1.6857566194825342,2.172957297547516
2015-02-13,1.0207918089440282,1.3782234514299836,2.9228019756596257,4.168147381323931,1.1390807651434667,2.205100956429326,4.846904888416568,6.690023910733256,0.8576233991613317,2.1277953561525234,2.5773991736677244,0.11837096843921187,0.8753926525145138,0.8753926525145138,1.0401935067410464,1.2932391634224378
2015-02-16,0.3790549169859552,0.9512132822477595,2.83218390804598,3.182630906768835,0.6972881411679404,2.1773808936470953,4.566908415149569,5.27077474632854,0.25583182122831,1.5178264920798339,0.6851470419956465,-0.05353669102381546,0.5239513888961792,1.0479027777923584,1.2199997691381848,-0.27063301261031125
2015-02-17,0.34163504797700245,1.646384745407843,1.7663910776568597,3.6670871143839054,0.3523665923692109,1.0505441195752068,3.13032647174512,5.995148813425994,0.5747918689772611,1.4415236834876772,0.9370874012443301,1.0392000089858955,0.0,1.253726731416454,-0.17182632805258913,-0.6009745872410047
2015-02-18,0.1769099390756852,1.6125825282316593,1.188916362894794,4.05720257972418,0.5270070595961127,1.310129699556726,2.116237071088489,6.795271712362499,1.1573152734999257,1.8088409089517392,-0.8056302265439597,0.032862038630238226,0.0,0.4453287457304378,-0.44793850162431054,0.0730731650284359
2015-02-19,0.17659752050974223,1.0626386824908842,0.8097021761700147,3.233210512387271,0.5242442553608526,2.000620600676128,1.1922065620355815,6.192941483888893,1.1130451087975728,1.165222282914423,-1.1499360014348738,-0.5325740467474892,0.0,0.3370760712525894,-0.587299466357117,-0.7493131122487395
2015-02-20,0.5699977607230736,1.622966838344557,0.28856136636605284,3.2647639598558644,1.4698437066191963,1.5515016903202627,2.5869249236497907,6.248468912805623,0.8816780717607178,1.693504172843027,-0.6378053485491473,-0.7667472130282093,0.5212204471242609,0.22882339677476002,0.17287023041012303,0.21796681225624043
2015-02-23,1.3003073916495305,1.855546281782466,1.0621297559188103,4.14826048897665,0.6957260211331033,2.1770018454704383,3.583152324802805,8.13966781532231,0.22538473800285458,0.48285199466500767,-1.6991628278621547,-0.7798675133223273,1.253726731416454,0.27485949074267313,-0.0009395121217956949,0.4349941123907041
2015-02-24,1.254324600307857,1.519007920178413,0.9622076925812378,3.9951432388906603,0.2534442422667109,2.409344944112302,3.229789446321808,8.336041070964399,0.5426358151732438,0.12437083876741992,-0.6341501762760112,-1.0227838507388816,0.4453287457304378,0.4414663070074979,-0.6945082384774126,0.6520214125251489
2015-02-25,0.48984879460761815,1.1264498107402496,2.7220006882173244,4.207234378479057,0.5230883134023274,1.6288165328097095,2.372406689092403,7.519595692971308,-0.09238907272771482,0.2956852894052581,-0.6175374185808775,-0.34822025232885245,-0.18318955445684645,-0.3559942135363025,-0.9339136412870238,-0.5960929946611403
2015-02-26,0.31851773701688135,1.1288791089541679,1.9080920586595136,3.4363743236521955,0.8498629514896759,3.1253547853447263,2.01436982013396,9.794508328332546,0.8246193986881794,-0.8006619503376275,0.3158759366556932,0.1493817367740807,-1.0122129503048627,-0.5543561859634626,-0.475383368695841,-1.3557343956517525
2015-02-27,0.4164408854637136,-0.01304513617115173,2.2482790454974295,4.750436510325741,1.3871783237181476,1.9738121475335368,2.3870486808841487,10.523757049329088,-0.1601879752761326,-0.9112069432164848,0.09001802365328387,0.16219283103675572,-0.16971347211107687,-0.614418889847339,1.191319982124476,-0.04572806352043354
2015-03-02,0.6289656561587275,-0.05186826467922111,2.5903917816497155,5.696444757780246,0.9270526450621362,-0.41148968874086345,2.4849494043806994,10.380107595747413,0.07273049623958316,-2.0898433171553226,1.2670418029104353,0.4980326501502007,0.10403954334963633,-0.7823773659892539,1.4353295400515926,0.5700326580126666
2015-03-03,0.07862540752501057,-0.8002764409232735,1.9921775231494219,5.754678712546505,1.5470963799231285,-0.35380582493043405,2.971968929415741,10.157443592094062,-0.5049819292745744,-3.1580839040754127,0.057307162396914815,-0.6152033705397335,-0.0653032487064378,-0.8142596465500751,1.6323729138372016,0.4255647116658344
2015-03-04,0.57760145499605,-1.5384384774505686,1.998121296305538,5.924911810850509,1.6303305415254852,0.40118918227734657,2.5941435969567195,10.99673933891696,-1.054840458643743,-1.7391915500311186,0.2977971445209729,0.6249121468302737,0.4164163830697591,-0.1017097015647932,1.3105664616162933,-0.6840680132878566
2015-03-05,-0.27373404260642986,-0.6255348322816008,2.2279048586541483,7.086559007951805,-0.1729198064567354,0.6187038946616923,3.2838899024351442,10.781311969540718,-0.4972680455956693,-1.9202196837616838,-1.8243898903594398,0.8183783827313027,-0.610597054791602,-0.4404613307585975,0.47912381661094594,0.36521498732557695
2015-03-06,-0.6810516518379951,-0.5529478877891183,1.2099800838679249,7.261882124520856,-1.4950192420379047,0.6287316092045084,1.757914574853907,11.952235402182353,-2.4686873470993316,-1.0696775514217918,-2.3972417170231397,-1.0235188578332304,-0.6103121492346554,-0.8564797203569773,0.2504405899267298,-0.25179544954763167
2015-03-09,-1.5951791906365875,0.84304549564319,0.3407950559877542,6.645503591761304,-2.5525289380976375,0.03302717664820123,0.6731253145445352,11.1852038248616,-1.5714265419483473,0.20436865914270105,-0.733657103079323,1.3644195585068803,-1.2709197917843795,-1.1023484905818812,-1.4726662568151747,-0.963323819663957
2015-03-10,-1.115504661735632,1.7879186278740733,1.8677050611696004,7.6258768980640514,-0.1763976734577144,-0.0429075421924136,2.7778660649016333,13.549248323427518,-0.9944480863702875,0.8172076949846702,0.10116460695526906,1.4498911468829316,0.34528985734572737,0.9458348757395784,-0.4298869180945559,-0.30325275175729743
2015-03-11,0.051391345092881374,2.6763806385626605,2.834585367574076,8.017049834489633,1.9710927828421665,1.5788035177414326,4.58206723580765,13.07898840817377,0.24610066257870766,2.7280958064117846,0.845302275813818,3.6085847154203856,0.4490102794202892,2.0992960751971514,0.5233559795858646,0.801863990361267
2015-03-12,0.3281452724363019,2.847796125866434,2.404042749756421,9.722187163966616,2.5483772050160525,3.3036910314552745,4.941818240506126,11.760623618082343,1.640638853264177,3.6388079027781886,0.6245438087893864,4.249949483911157,-0.10784212836468948,2.3785122196577215,-0.16297077236805813,2.880445397440765
2015-03-13,3.010265960955864,3.34925073201427,2.967639133457493,9.601692894006378,1.2576613866114745,1.9326593966409276,3.5692111756746114,9.964180530128159,0.9022559464082373,2.404925929180578,-0.12976954155589315,4.06270627737167,-0.5894122551062889,1.689141308878701,0.045018757815753534,3.3063776573572388
